File,Section,Flags,Clauses 
Brobeck GmbH anno.jsonl,"§ 12 Abfindung (1) Im Fall der Einziehung gemaB § 10 hat die Gesellschaft eine Abfindung zu zahlen. 
Die Hohe der Abfindung belauft sich auf den anteiligen Unterneh­ menswert nach MaBgabe von Abs. 2 und 3. 
In allen anderen Fallen des Ausscheidens eines Gesellschafters gilt dieser § 12 entsprechend. (2) Die Hohe der Abfindung bestimmt sich in Abhangigkeit von dem Verkehrs­ wert des eingezogenen Geschaftsanteils, for dessen Ermittlung nach dem Willen der Gesellschafter das vereinfachte Ertragswertverfahren gemaB § 199 Bewertungsgesetz anzuwenden ist, allerdings mit der MaBgabe, dass der Kapitalisierungsfaktor nach § 203 Bewertungsgesetz auf den sechsfa­ chen (6x) Wert begrenzt ist und fur Immobilien der Verkehrswert abzOglich eines Bewertungsabschlags von 30% anzusetzen ist; von dem so ermittel­ ten Wert ist bei Ausscheiden eines Gesellschafter-GeschaftsfOhrers ein Ab­ schlag von 50% vorzunehmen, um die personenbezogenen EinflOsse zu eli­ minieren (als Gesellschafter-GeschaftsfOhrer gilt hierbei, wer bis mindes­ tens 12 Monate vor Einziehungsbeschluss als GeschaftsfOhrer der Gesell­ schaft oder eines ihrer Tochterunternehmen bestellt war). 
Untergrenze des Werts der Gesellschaft ist der Buchwert des Geschaftsanteils, bei dessen Ermittlung die Handelsbilanz zugrunde zu legen ist. 
Fur die Ermittlung des Buchwerts ist der Jahresabschluss fur das Geschaftsjahr maBgeblich, in dem der Gesellschafter ausscheidet. 
Von dem so ermittelten Verkehrswert ist im Fall einer Einziehung nach § 10 Abs. 1 ein Betrag in Hohe von 100 % des Verkehrswertes als Abfindung ge­ schuldet. 
In allen Obrigen Fallen einer Einziehung ist ein Betrag in Hohe von 70 % des Verkehrswertes als Abfindung geschuldet. (3) Werden Steuerbilanzen, die dem Abfindungsguthaben zugrunde gelegt wurden, durch eine spatere finanzamtliche AuBenprOfung bestandskraftig geandert, andert sich insoweit das Abfindungsguthaben nicht, jedoch sind etwaige hierdurch ausgeloste steuerliche Mehrbelastungen des Abfindungs­ berechtigten durch die Gesellschaft auszugleichen. (4) Der anteilige Verkehrswert ergibt sich jeweils aus dem Verhaltnis der Summe der Nennbetrage der eingezogenen Geschaftsanteile zum Stamm­ kapital der Gesellschaft. (5) Die Abfindung ist in fOnf gleichen und unmittelbar aufeinander folgenden Jahresraten zu zahlen. 
Die erste Rate ist zwolf Monate nach Mitteilung der Einziehung fallig. 
Steht die Hohe einer Rate bei ihrer Falligkeit noch nicht fest, hat die Gesellschaft einen angemessenen Abschlag zu leisten. 
Die Gesellschaft ist zur frOheren Zahlung der Abfindung berechtigt. 
Der jeweils ausstehende Teil der Abfindung ist ab dem Tag des Einziehungsbeschlus­ ses in Hohe des jeweiligen Basiszinssatzes nach § 247 8GB (BOrgerliches Gesetzbuch) p.a. zu verzinsen, nicht jedoch mit weniger als O %. 
Die Zin­ sen sind jeweils mit der nachsten Rate fallig. 
Sicherheitsleistung kann nicht verlangt werden. (6) Vorbehaltlich Satz 2 wird der steuerliche Berater der Gesellschaft als Schiedsgutachter zur Bestimmung der Hohe der Abfindung bestimmt. 
Wi­ derspricht dem einer der Gesellschafter oder der von der Einziehung be­ troffene Gesellschafter schriftlich innerhalb einer Frist von vier Wochen nach Erklarung der Einziehung, so bestimmt der Prases der Handelskam­ mer Hamburg auf Antrag eines der Gesellschafter oder der Gesellschaft den Schiedsgutachter, der die Qualifikation als Steuerberater haben muss. 
Der Schiedsgutachter hat innerhalb von acht Wochen nach seiner Bestel­ lung ein schriftliches Gutachten Ober die Hohe der Abfindung for den einzu­ ziehenden Geschaftsanteil zu erstellen, das fur die Gesellschaft und die Gesellschafter verbindlich ist. 
Die Kosten und Auslagen fur den Schiedsgut­ achter und das Schiedsgutachterverfahren werden halftig von der Gesell­ schaft und dem ausscheidenden Gesellschafter getragen. 
Der anteilige Un­ ternehmenswert ergibt sich aus dem Verhaltnis der Summe der Nennbe­ trage der eingezogenen Geschaftsanteile zum Stammkapital der Gesell­ schaft. (7) Im Fall der zwangsweisen Abtretung tritt ein durch den Erwerber zu zahlen­ des Entgelt an die Stelle der Abfindung. 
Fur Hohe und Falligkeit des Entgel­ tes gelten die vorstehenden Absatze entsprechend.","Green Flag, Green Flag, Green Flag","Abfindung, Abfindung, Abfindung"
Brobeck GmbH anno.jsonl,§ 13 Bekanntrnachungen Die Bekanntmachungen der Gesellschaft erfolgen im Bundesanzeiger.,Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Brobeck GmbH anno.jsonl,"§ 14 Grundungskosten Der GrOndungsaufwand (Kosten der Rechts- und Steuerberatung, die Notar-, Ge­ richts- und Veroffentlichungskosten) wird bis zum Betrag von 2.500,00 € von der Gesellschaft getragen. 
Hohere Kosten tragen die Gesellschafter personlich.",Green Flag,"Kosten, Kosten"
Brobeck GmbH anno.jsonl,"§15 Schlichtung (1) Bei samtlichen Streitigkeiten zwischen einzelnen Gesellschaftem oder zwischen einem Gesellschafter und der Gesellschaft aus diesem Gesell­ schaftsvertrag ist zunachst ein Schlichtungsverfahren durchzufOhren, Ober das sich die Gesellschafter in gesonderter Urkunde verstandigen. (2) Der Antrag auf Einleitung des Schlichtungsverfahrens bedarf der Schrift­ form und ist gegenOber der Gesellschaft und allen Obrigen Gesellschaftern zu erklaren. (3) Die ordentlichen Gerichte konnen von den Parteien erst nach Ablauf von drei Monaten nach Antrag auf Einleitung des Schlichtungsverfahrens ange­ rufen werden.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Brobeck GmbH anno.jsonl,"§ 16 Salvatorische Klausel Sollten einzelne Bestimmungen dieses Gesellschaftsvertrages unwirksam oder undurchfOhrbar sein oder werden, so lasst dies die Wirksamkeit der Obrigen Best­ immungen unberOhrt. 
Die Gesellschafter sind in diesem Fall verpflichtet, anstelle der unwirksamen oder undurchfOhrbaren Bestimmung eine Regelung zu vereinba­ ren, die den angestrebten wirtschaftlichen Zweck im Rahmen des rechtlich Mogli­ chen am besten verwirklicht.",Green Flag,"Salvatorische Klausel, Salvatorische Klausel"
Castellmiihle Krefeld GmbH  anno.jsonl,Gesellschaftsvertrag,,TITEL
Castellmiihle Krefeld GmbH  anno.jsonl,"§1 Firma, Sitz (1) Die Firma der Gesellschaft lautet: Castellmiihle Krefeld GmbH (2) Der Sitz der Gesellschaft ist Hamburg.",RED FLAG,"Firma, Firma, Sitz, Sitz"
Castellmiihle Krefeld GmbH  anno.jsonl,"§2 Gegenstand des Unternehmens (1) Gegenstand des Unternehmens ist die Herstellung von Nahrungs- und Futtermitteln, besonders <lurch Vermahlen und Schalen von Getreide aller Art nach dem Wirtschafts­ zweig 1061 in Krefeld, der Erwerb, der Vertrieb sowie die Be- und Verarbeitung von Nahrungsmitteln, besonders von Miihlenerzeugnissen. (2) Die Gesellschaft ist befugt, zu diesem Zweck andere Unternehmen zu griinden, zu er­ werben und sich an ihnen zu beteiligen, auch als alleinige Komplementarin, und Zweigniederlassungen zu errichten, und zwar im In- und Ausland.",RED FLAG,"Gegenstand, Gegenstand"
Castellmiihle Krefeld GmbH  anno.jsonl,"§3 Stammkapital, Geschaftsanteile (1) Das Stammkapital betragt (EUR fiinfundzwanzigtausend). 
Hierauf iibernimmt: EUR 25.000,00 die Gesellschaft mit beschrankter Haftung in Firma GoodMills Deutschland GmbH mit dem Sitz in Hamburg (Amtsgericht Hamburg, HRB ) einen Geschaftsanteil in Hohe von auf den 100 %, d. h. zu leisten sind (Geschaftsanteil Nr. 1) EUR EUR  25.000,00 25.000,00 Die Einlagen auf den iibernommenen Geschaftsanteil sind in der vorgenannten Hohe unverziiglich einzuzahlen. (2) Die Teilung und die Zusammenlegung von Geschaftsanteilen bediirfen der notariell be­ urkundeten Erklarung des betreffenden Gesellschafters, jedoch keiner Zustimmung der iibrigen Gesellschafter oder der Gesellschafterversammlung. (3) Halt ein Gesellschafter mehrere Geschaftsanteile, ist aus diesen eine unterschiedliche Ausiibung der Stimmrechte zulassig.",RED FLAG,"Stammkapital, Stammeinlagen, Stammkapital, Stammeinlagen"
Castellmiihle Krefeld GmbH  anno.jsonl,"§4 Geschaftsjahr Das Geschaftsjahr der Gesellschaft beginnt am 1. 
Oktober und endet am 30. 
September.",Orange Flag,"Geschäftsjahr, Geschäftsjahr"
Castellmiihle Krefeld GmbH  anno.jsonl,"§5 Geschaftsfiihrung, Vertretung (1) Die Gesellschaft hat einen oder mehrere Geschaftsfiihrer. (2) Die Gesellschaft wird <lurch einen Geschaftsfiihrer allein vertreten, wenn er alleiniger Geschaftsfiihrer ist oder wird bzw. <lurch Gesellschafterbeschluss zur Einzelvertretung ermachtigt ist. 
Im Ubrigen wird die Gesellschaft gemeinsam <lurch zwei Geschaftsfiih­ rer oder <lurch einen Geschaftsfiihrer gemeinsam mit einem Prokuristen vertreten. (3) Durch Gesellschafterbeschluss konnen einzelne oder alle Geschaftsfiihrer von dem Verbot befreit werden, die Gesellschaft auch bei solchen Rechtsgeschaften zu vertreten, die sie mit sich selbst oder mit einem von ihnen vertretenen Dritten abschlieBen (Be­ freiung von den Beschrankungen des § 181 BGB). (4) Fiir die Vertretungsbefugnisse der Liquidatoren gelten die Regelungen iiber die Ge­ schaftsfiihrer entsprechend. (5) Durch Gesellschafterbeschluss kann eine Geschaftsordnung fiir die Geschaftsfiihrer er­ lassen werden.",Orange Flag,"Vertretung, Geschäftsführung, Vertretung, Geschäftsführung"
Castellmiihle Krefeld GmbH  anno.jsonl,"§6 Wettbewerbsverbot (1) Die Gesellschafter unterliegen keinem Wettbewerbsverbot gegeniiber der Gesellschaft. 
Ein Entgelt ist hierfiir nicht zu zahlen. 
Entsprechendes gilt fiir Geschaftsfiihrer. (2) Etwaige Wettbewerbsverbote in anderen Vereinbarungen (z. 
B. im Geschaftsfiihrerver­ trag) bleiben unberiihrt.",Green Flag,"Wettbewerb, Wettbewerb"
Castellmiihle Krefeld GmbH  anno.jsonl,"§7 Schlussbestimmungen (1) Sofern in diesem Gesellschaftsvertrag nicht ausdriicklich anders geregelt, sind gegeniiber den Gesellschaftern abzugebende Erklarungen an die zuletzt der Gesellschaft vom Ge379!097AA sellschafter mitgeteilte Kommunikationsadresse zu iibersenden und werden diese mit dortigem Zugang wirksam. 
Ein schriftliches Empfangsbekenntnis steht dem gleich. 
Hat der Gesellschafter einer E-Mail-Kommunikation nicht ausdriicklich widersprochen, ge­ niigt die Ubermittlung per E-Mail. (2) Sollte eine in diesem Gesellschaftsvertrag enthaltene Bestimmung unwirksam sein oder werden, so soll die Wirksamkeit der iibrigen Bestimmungen hiervon unberiihrt bleiben. 
Die betreffende Bestimmung ist vielmehr so auszulegen oder zu ersetzen, class der mit ihr erstrebte wirtschaftliche Zweck nach Moglichkeit erreicht wird. 
Dasselbe gilt sinn­ gemaB for die Ausfiillung von Regelungsliicken. 
Es ist der ausdriickliche Wille der Ge­ sellschafter, class diese salvatorische Klausel keine bloBe Beweislastumkehr zur Folge hat, sondern § 139 BGB insgesamt abbedungen ist. (3) Die Gesellschaft tragt die Kosten (Gerichtsgebiihren, Veroffentlichungskosten, Notarkosten sowie ggf. 
Vergiitung fur vorbereitende Beratungstatigkeit)  ihrer Griindung bis zu hochstens EUR 2.500,00, von kiinftigen Kapitalerhohungen in voller Hohe sowie deren Durchfohrung (Ubernahmeerklarung und ggf. 
Erfollung) bis zu hochstens 10 % bezogen au£ den Kapitalerhohungsbetrag nebst evtl. 
Agio oder Riicklage.",Green Flag,"Schlussbestimmungen, Schlussbestimmungen"
EHM Elb Handwerk Malereibetrieb GmbH anno.jsonl,Gesellschaftsvertrag,,TITEL
EHM Elb Handwerk Malereibetrieb GmbH anno.jsonl,"§1 Firma, Sitz, Dauer (1) Die Gesellschaft ist eine Gesellschaft mit beschrankter Haftung und f0hrt die Firma: EHM Elb Handwerk Malereibetrieb GmbH (2) Der Sitz der Gesellschaft ist Hamburg. (3) Die Gesellschaft ist fur unbestimmte Zeit errichtet.","RED FLAG, RED FLAG, Orange Flag, Orange Flag","Firma, Firma, Sitz, Sitz, Dauer, Dauer"
EHM Elb Handwerk Malereibetrieb GmbH anno.jsonl,"§2 Gegenstand des Unternehmens (1) Gegenstand des Unternehmens ist die AusfOhrung von Maler- und Lackier­ arbeiten, insbesondere die Gestaltung von lnnen- und AuBenflachen durch Anstriche, Lackierungen, Tapezier- und Spachtelarbeiten. (2) Die Gesellschaft kann alle Geschafte betreiben, die dem Gegenstand des Unternehmens unmittelbar oder mittelbar zu dienen geeignet sind. 
Sie kann sich an gleichartigen oder ahnlichen Unternehmen beteiligen, solche Unter­ nehmen erwerben und Zweigniederlassungen im In- und Ausland errichten.",RED FLAG,"Gegenstand, Gegenstand"
EHM Elb Handwerk Malereibetrieb GmbH anno.jsonl,"§3 Stammkapital (1) Das Stammkapital der Gesellschaft betragt € 25.000,00 (in Worten: Euro fOnfundzwanzigtausend). (2) Das Stammkapital wird wie folgt 0bernommen: Thoralf Mahrt 0bernimmt 25.000 Geschaftsanteile mit einem Nennbetrag in Hohe von jeweils € 1,00 (in Worten: Euro eins) (Geschaftsanteile Nr. 1 bis Nr. 25.000). (3) Die Einlagen sind in Geld zu erbringen, und zwar auf jeden Geschaftsanteil zu 50 % sofort, und im Obrigen, sobald die Gesellschafterversammlung ihre Einforderung beschlieBt.",RED FLAG,"Stammkapital, Stammkapital"
EHM Elb Handwerk Malereibetrieb GmbH anno.jsonl,"§4 Geschaftsanteile; Verfugungen (1) Die Verfugung Ober Geschaftsanteile, insbesondere deren Abtretung oder Verpfandung, bedarf eines zustimmenden Gesellschafterbeschlusses, wenn die Gesellschaft mehr als einen Gesellschafter hat. (2) Mehrere Geschaftsanteile eines Gesellschafters, auf die die Einlagen voll erbracht sind, konnen mit dessen Zustimmung durch Gesellschafterbe­ schluss zusammengelegt werden. (3) Geschaftsanteile oder Teile davon konnen mit Zustimmung des betroffenen Gesellschafters durch Gesellschafterbeschluss gegen Abfindung eingezo­ gen werden.","RED FLAG, RED FLAG, Orange Flag, Orange Flag","Stammeinlagen, Sonstige_Klauseln, Sonstige_Klauseln, Stammeinlagen"
EHM Elb Handwerk Malereibetrieb GmbH anno.jsonl,"§5 Geschaftsfuhrung (1) Die Gesellschaft hat einen oder mehrere GeschaftsfOhrer. (2) Die Gesellschafterversammlung kann die GeschaftsfOhrungsbefugnisse, insbesondere die zustimmungsbedOrftigen Geschafte, und die Aufgaben­ verteilung in einer Geschaftsordnung oder durch Weisung regeln.",Orange Flag,"Geschäftsführung, Geschäftsführung"
EHM Elb Handwerk Malereibetrieb GmbH anno.jsonl,"§6 Vertretung (1) 1st nur ein GeschaftsfOhrer bestellt, so vertritt er die Gesellschaft allein. 
Sind mehrere GeschaftsfOhrer bestellt, so wird die Gesellschaft durch zwei Ge­ schaftsfOhrer gemeinschaftlich oder durch einen GeschaftsfOhrer gemein­ sam mit einem Prokuristen vertreten. (2) Die Gesellschafter konnen alien oder einzelnen GeschaftsfOhrern durch Be­ schluss Einzelvertretungsbefugnis erteilen. 
Durch Gesellschafterbeschluss konnen alle oder einzelne GeschaftsfOhrer von den Beschrankungen des § 181 BGB befreit werden. (3) Die vorstehenden Bestimmungen gelten entsprechend fur Liquidatoren.",Orange Flag,"Vertretung, Vertretung"
EHM Elb Handwerk Malereibetrieb GmbH anno.jsonl,"§7 Geschaftsjahr, Jahresabschluss (1) Das Geschaftsjahr der Gesellschaft ist das Kalenderjahr. 
Das erste Ge­ schaftsjahr beginnt mit der GrOndung der Gesellschaft und endet mit Ablauf des 31. 
Dezember des gleichen Jahres. (2) Die GeschaftsfOhrer haben innerhalb der gesetzlichen Fristen den Jahres­ abschluss (Bilanz nebst Gewinn- und Verlustrechnung) und, falls durch Ge­ setz oder Gesellschafterbeschluss angeordnet, den Anhang bzw. den Lagebericht fur das abgelaufene Geschaftsjahr aufzustellen und der Gesell­ schafterversammlung mit ihrem Ergebnisverwendungsvorschlag vorzule­ gen. (3) Die Gesellschafter haben innerhalb der gesetzlichen Fristen Ober die Fest­ stellung des Jahresabschlusses und die Ergebnisverwendung zu beschlie­ Ben.","Orange Flag, Orange Flag, Green Flag, Green Flag","Geschäftsjahr, Geschäftsjahr, Jahresabschluss, Jahresabschluss"
EHM Elb Handwerk Malereibetrieb GmbH anno.jsonl,"§8 Wettbewerbsverbote (1) Die Gesellschafter unterliegen keinem Wettbewerbsverbot gegenOber der Gesellschaft. (2) Abs. 1 gilt entsprechend fur Gesellschafter-GeschaftsfOhrer, soweit ihr An­ stellungsvertrag nichts Abweichendes bestimmt.",Green Flag,"Wettbewerb, Wettbewerb"
EHM Elb Handwerk Malereibetrieb GmbH anno.jsonl,"§9 Sonstige Bestimmungen (1) Die Gesellschaft tragt ihren GrOndungsaufwand (Notar- und Handelsregis­ tergebOhren, Kosten der Bekanntmachung und GrOndungsberatung) bis zur Hohe von € 2.500,00 (2) Die Bekanntmachungen der Gesellschaft erfolgen im Bundesanzeiger.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
Epic Minds GmbH anno.jsonl,Gesellschaftsvertrag,,TITEL
Epic Minds GmbH anno.jsonl,"§1 Firma, Sitz (1) Die Firma der Gesellschaft lautet: Epic Minds GmbH (2) Der Sitz der Gesellschaft ist Hamburg.",RED FLAG,"Firma, Firma, Sitz, Sitz"
Epic Minds GmbH anno.jsonl,"§2 Gegenstand des Unternehmens (1) Gegenstand des Unternehmens ist die Entwicklung innovativer Technologien, insbe­ sondere im Bereich Software, embedded Systems, IT-Security, Consulting, Dokumenta­ tionsaufbereitung und Konzeption sowie Marketing, e-Commerce, auch der Im- und Export von Handelswaren. (2) Die Gesellschaft ist befugt, zu diesem Z week andere U nternehmen zu griinden, zu er­ werben und sich an ihnen zu beteiligen, auch als alleinige Komplementarin, und Zweig­ niederlassungen zu errichten, und zwar im In- und Ausland.",RED FLAG,"Gegenstand, Gegenstand"
Epic Minds GmbH anno.jsonl,"§3 Stammkapital, Geschaftsanteile (1) Das Stammkapital betragt (EUR fiinfundzwanzigtausend). 
Hierauf iibernimmt: A VEX Group GmbH mit Sitz in Hamburg EUR 25.000,00 (Amtsgericht Hamburg, HRB neu) einen Geschaftsanteil in Hohe von auf den 50,00 %, d. h. zu leisten sind (Geschaftsanteil Nr. 1). 
EUR EUR 25.000,00 12.500,00 Die Einlagen auf die iibernommenen Geschaftsanteile sind in der vorgenannten Hohe unverziiglich einzuzahlen. 
Uber die Anforderung ausstehender Einlagen entscheidet die 3702377BAB Gesellschafterversammlung. 
Sie werden mit Anforderung durch die Geschaftsfiihrung fallig. (2) Die Teilung und die Zusammenlegung von Geschaftsanteilen bediirfen der notariell be­ urkundeten Erklarung des betreffenden Gesellschafters, jedoch keiner Zustimmung der iibrigen Gesellschafter oder der Gesellschafterversammlung. (3) Halt ein Gesellschafter mehrere Geschaftsanteile, ist aus diesen eine unterschiedliche Ausiibung der Stimmrechte zulassig.",RED FLAG,"Stammkapital, Stammkapital, Stammeinlagen, Stammeinlagen"
Epic Minds GmbH anno.jsonl,§4 Geschaftsjahr Das Geschaftsjahr ist das Kalenderjahr.,Orange Flag,"Geschäftsjahr, Geschäftsjahr"
Epic Minds GmbH anno.jsonl,"§5 Geschaftsfiihrung, Vertretung (1) Die Gesellschaft hat einen oder mehrere Geschaftsfiihrer. (2) Die Gesellschaft wird durch einen Geschaftsfiihrer allein vertreten, wenn er alleiniger Geschaftsfiihrer ist oder wird bzw. durch Gesellschafterbeschluss zur Einzelvertretung ermachtigt ist. 
Im Ubrigen wird die Gesellschaft gemeinsam durch zwei Geschaftsfiih­ rer oder durch einen Geschaftsfiihrer gemeinsam mit einem Prokuristen vertreten. (3) Durch Gesellschafterbeschluss konnen einzelne oder alle Geschaftsfiihrer von dem Ver­ bot befreit werden, die Gesellschaft auch bei solchen Rechtsgeschaften zu vertreten, die sie mit sich selbst oder mit einem von ihnen vertretenen Dritten abschlieBen (Befreiung von den Beschrankungen des § 181 BGB). (4) Fiir die Vertretungsbefugnisse der Liquidatoren gelten die Regelungen iiber die Ge­ schaftsfiihrer entsprechend. (5) Durch Gesellschafterbeschluss kann eine Geschaftsordnung fiir die Geschaftsfiihrer er­ lassen werden.",Orange Flag,"Geschäftsführung, Vertretung, Geschäftsführung, Geschäftsführung, Vertretung"
Epic Minds GmbH anno.jsonl,"§6 Wettbewerbsverbot (1) Die Gesellschafter unterliegen keinem Wettbewerbsverbot gegeniiber der Gesellschaft. 
Ein Entgelt ist hierfiir nicht zu zahlen. 
Entsprechendes gilt fiir Geschaftsfiihrer. (2) Etwaige Wettbewerbsverbote in anderen Vereinbarungen (z. 
B. im Geschaftsfiihrerver­ trag) bleiben unberiihrt.  3702377BAB",Green Flag,"Wettbewerb, Wettbewerb"
Epic Minds GmbH anno.jsonl,"§7 Schluss bestimmungen (1) Sofern in diesem Gesellschaftsvertrag nicht ausdriicklich anders geregelt, sind gegeniiber den Gesellschaftern abzugebende Erklarungen an die zuletzt der Gesellschaft vom Ge­ sellschafter mitgeteilte Kommunikationsadresse zu iibersenden und werden diese mit dortigem Zugang wirksam. 
Ein schriftliches Ernpfangsbekenntnis steht dern gleich. 
Hat der Gesellschafter einer E-Mail-Kornrnunikation nicht ausdriicklich widersprochen, ge­ niigt die Uberrnittlung per E-Mail. (2) Sollte eine in diesem Gesellschaftsvertrag enthaltene Bestirnrnung unwirksarn sein oder werden, so soll die Wirksarnkeit der iibrigen Bestirnrnungen hiervon unberiihrt bleiben. 
Die betreffende Bestimmung ist vielrnehr so auszulegen oder zu ersetzen, class der rnit ihr erstrebte wirtschaftliche Zweck nach Moglichkeit erreicht wird. 
Dasselbe gilt sinn­ gernaB fur die Ausfiillung von Regelungsliicken. 
Es ist der ausdriickliche Wille der Ge­ sellschafter, class diese salvatorische Klausel keine bloBe Beweislastumkehr zur Folge hat, sondern § 139 BGB insgesamt abbedungen ist. (3) Die Gesellschaft tragt die Kosten (Gerichtsgebiihren, Veroffentlichungskosten, Notarkosten sowie ggf. 
Vergiitung fur vorbereitende Beratungstatigkeit) 3702377BAB ihrer Griindung bis zu hochstens EUR 2.500,00, von kiinftigen Kapitalerhohungen in voller Hohe sowie deren Durchfiihrung (Ubernahrneerklarung und ggf. 
Erfiillung) bis zu hochstens 10 % bezogen auf den Kapitalerhohungsbetrag nebst evtl. 
Agio oder Riicklage.",Green Flag,"Schlussbestimmungen, Schlussbestimmungen"
